in,jn,x,y,q,tc,te,tl
163,0,470,925,9,10,0,0
164,0,534,887,9,10,0,0
165,0,770,74,5,10,0,0
166,0,546,47,8,10,0,0
167,0,612,177,9,10,0,0
168,0,565,128,8,10,0,0
169,0,597,299,10,10,0,0
170,0,630,398,9,10,0,0
171,0,433,936,5,10,0,0
172,0,538,29,5,10,0,0
173,0,524,66,8,10,0,0
174,0,559,181,10,10,0,0
175,0,326,841,5,10,0,0
176,0,533,86,10,10,0,0
177,0,470,27,7,10,0,0
178,0,503,136,8,10,0,0
179,0,557,307,10,10,0,0
180,0,350,13,9,10,0,0
181,0,720,957,6,10,0,0
182,0,515,103,9,10,0,0
183,0,577,95,5,10,0,0
184,0,496,204,7,10,0,0
185,0,482,329,7,10,0,0
186,0,338,918,10,10,0,0
187,0,427,792,6,10,0,0
188,0,441,297,8,10,0,0
189,0,764,238,8,10,0,0
190,0,504,147,5,10,0,0
191,0,488,66,8,10,0,0
192,0,509,204,8,10,0,0
193,0,575,226,10,10,0,0
194,0,596,931,8,10,0,0
195,0,578,922,5,10,0,0
196,0,496,161,5,10,0,0
197,0,361,962,9,10,0,0
198,0,539,869,7,10,0,0
199,0,460,149,8,10,0,0
200,0,468,807,9,10,0,0
201,0,448,49,7,10,0,0
202,0,609,100,7,10,0,0
203,0,537,7,9,10,0,0
204,0,537,228,6,10,0,0
205,0,697,29,6,10,0,0
206,0,440,120,10,10,0,0
207,0,400,190,8,10,0,0
208,0,469,264,10,10,0,0
209,0,425,950,9,10,0,0
210,0,562,167,10,10,0,0
211,0,523,61,6,10,0,0
212,0,572,82,8,10,0,0
213,0,423,903,7,10,0,0
214,0,451,908,7,10,0,0
215,0,513,236,6,10,0,0
216,0,440,203,9,10,0,0
217,0,628,934,10,10,0,0
218,0,632,84,8,10,0,0
219,0,528,30,8,10,0,0
220,0,490,1,8,10,0,0
221,0,508,184,6,10,0,0
222,0,635,25,6,10,0,0
223,0,490,104,8,10,0,0
224,0,528,2,8,10,0,0
225,0,434,938,9,10,0,0
226,0,482,957,6,10,0,0
227,0,457,847,5,10,0,0
228,0,453,24,5,10,0,0
229,0,495,287,7,10,0,0
230,0,183,354,7,10,0,0
231,0,563,201,10,10,0,0
232,0,444,930,8,10,0,0
233,0,814,278,6,10,0,0
234,0,359,893,7,10,0,0
235,0,498,49,10,10,0,0
236,0,521,240,6,10,0,0
237,0,598,325,5,10,0,0
238,0,557,228,7,10,0,0
239,0,552,367,8,10,0,0
240,0,665,287,7,10,0,0
241,0,549,277,8,10,0,0
242,0,474,937,7,10,0,0
243,0,499,922,6,10,0,0
244,0,522,337,8,10,0,0
245,0,442,130,6,10,0,0
246,0,559,398,6,10,0,0
247,0,498,46,6,10,0,0
248,0,564,162,9,10,0,0
249,0,524,193,9,10,0,0
250,0,515,935,7,10,0,0
251,0,605,773,5,10,0,0
