3,8,3,7,12,4,2,4,4,7,6,3,6,6,3,4,8,5,5,3,3,7,4,6,17,3,15,2,10,3,6,7,6,5,6,11,25,3,12,0,2,11,7,8,2,3,13,8,3,2,3,13,13,3,5,8,3,27,3,4,5,6,4,9,3,10,10,12,3,3,9,4,14,2,20,4,12,8,7,12,4,2,3,3,8,4,19,3,9,10,12,4,3,3,10,7,23,3,13,3,3
4,8,4,7,11,4,3,5,4,7,7,3,6,6,3,4,7,5,5,4,3,7,4,5,16,3,14,2,10,4,6,7,5,5,7,11,24,4,11,2,0,11,7,8,2,3,12,9,3,3,3,14,12,3,5,8,3,26,3,4,5,6,5,9,4,10,9,12,3,4,8,5,13,2,19,5,11,8,8,12,4,3,2,2,7,5,19,3,9,9,12,3,4,2,10,7,23,4,12,3,4
9,6,9,6,17,12,11,8,12,5,7,9,14,8,11,11,7,8,14,11,11,7,13,8,18,11,20,11,2,9,7,6,9,9,7,3,29,13,18,10,10,0,6,5,10,9,18,3,9,10,9,8,18,11,8,5,11,32,9,9,8,12,8,16,8,2,17,17,9,13,17,8,19,11,20,9,17,8,15,10,13,9,11,10,14,8,17,9,16,17,17,9,9,9,17,5,27,9,18,10,9
4,7,4,8,13,7,6,4,6,2,2,4,10,6,6,6,7,4,9,6,6,7,8,5,18,6,18,7,6,3,6,6,5,5,5,7,28,7,15,5,6,7,0,7,6,5,15,4,4,5,4,10,16,5,5,6,6,29,4,5,5,7,3,14,3,6,14,14,4,8,13,3,17,6,21,4,16,8,10,14,8,4,7,7,12,3,19,5,14,14,16,4,4,6,14,2,26,3,16,6,4
8,2,7,3,13,9,7,8,9,6,7,6,10,4,8,9,3,5,10,9,8,3,9,4,16,8,16,7,5,7,4,2,5,5,4,6,27,9,15,7,7,5,7,0,6,5,14,5,5,6,7,10,14,8,5,2,8,28,6,5,5,11,7,12,6,6,14,15,6,9,13,7,15,7,18,8,13,4,12,8,9,7,7,7,10,7,15,5,12,13,14,5,7,6,14,6,25,8,14,6,7
4,7,4,5,11,6,2,5,6,7,7,3,7,5,5,5,6,5,7,4,4,6,5,5,16,5,14,3,10,4,6,6,4,3,6,11,24,5,11,2,3,9,7,6,0,2,12,8,3,3,3,12,12,4,3,6,5,26,3,2,3,7,5,9,4,10,11,13,3,5,10,4,13,4,19,5,11,7,9,11,5,3,4,3,7,4,18,2,9,10,11,3,4,1,11,7,23,3,12,1,4
5,6,4,6,10,7,3,5,6,6,5,1,8,5,5,6,6,4,7,5,5,6,6,4,16,5,16,4,9,3,5,5,4,4,5,10,25,6,12,3,3,10,6,7,2,0,13,8,2,3,3,13,14,5,3,7,6,28,1,2,3,8,3,11,2,10,12,14,2,6,11,3,15,4,18,4,13,7,10,12,6,3,4,3,9,3,19,2,11,11,13,2,2,3,12,6,24,4,14,3,3
14,15,14,14,9,14,12,15,14,16,16,13,11,14,13,13,15,14,11,14,12,14,13,13,15,13,8,11,18,14,14,15,13,12,15,19,21,13,1,12,13,18,16,15,11,12,0,17,12,13,13,20,11,12,12,14,13,20,13,12,12,14,14,7,13,19,7,11,13,13,7,13,12,12,17,14,10,15,10,19,13,13,12,11,8,14,26,12,7,8,11,12,13,12,8,16,20,13,12,11,14
7,5,6,6,15,9,8,5,9,2,4,7,12,7,8,9,6,6,12,8,8,6,10,7,19,8,19,9,3,6,6,5,7,7,5,4,30,10,17,7,8,4,3,5,8,7,17,0,7,7,6,8,17,8,7,4,8,30,7,8,7,9,5,15,6,3,16,14,7,10,16,5,17,9,21,6,16,7,13,11,10,6,9,9,13,6,17,8,15,15,16,7,6,8,15,2,28,6,17,9,6
5,6,3,5,10,6,3,5,6,5,5,1,8,4,5,6,5,3,7,5,5,5,6,4,15,5,15,4,9,2,4,5,3,2,4,10,24,6,11,3,3,9,5,6,2,2,12,7,0,3,3,12,13,5,2,6,5,27,1,2,2,8,3,11,2,9,11,14,1,6,11,2,14,4,17,3,12,6,9,10,6,3,4,3,8,2,17,2,10,11,13,1,2,2,12,5,23,4,13,3,3
4,7,3,7,11,6,3,4,5,6,6,2,7,5,4,5,7,4,6,4,4,7,5,5,16,4,15,3,9,2,5,6,5,4,5,10,25,5,12,2,2,10,6,8,2,3,13,7,2,0,2,13,13,4,4,7,5,27,2,3,4,7,4,10,3,9,11,13,2,5,10,4,14,3,19,4,13,8,9,12,5,2,3,3,8,3,19,2,10,10,13,3,3,2,11,6,24,3,13,3,3
3,7,2,7,11,5,3,4,5,6,5,2,7,5,4,4,7,4,6,4,4,7,4,5,16,4,15,3,9,2,5,6,5,4,5,10,25,4,13,1,2,10,6,8,2,2,13,7,2,1,0,12,13,4,4,7,4,27,2,3,4,7,4,10,3,9,11,13,2,4,10,3,14,3,19,3,13,7,8,12,5,2,4,3,9,3,19,2,10,10,13,3,2,3,11,6,24,3,14,3,2
12,11,12,9,18,14,13,10,14,9,10,12,17,12,14,14,10,13,16,13,13,10,15,11,19,14,23,13,7,11,12,11,11,11,12,6,30,15,21,13,13,8,9,10,12,12,21,8,12,12,12,0,21,13,11,10,14,35,12,12,11,14,12,19,11,6,20,19,12,15,19,12,22,14,19,11,20,11,18,8,16,12,14,13,16,11,13,12,18,20,20,12,12,12,20,9,28,11,21,12,12
13,15,13,14,17,11,12,11,11,14,15,13,9,13,12,12,14,14,10,14,12,14,11,13,23,12,6,12,17,13,15,15,13,12,15,18,26,11,11,12,12,18,15,15,11,12,11,15,12,13,13,20,0,12,12,14,12,18,13,12,12,9,14,7,13,17,5,2,12,11,6,14,3,12,25,14,2,15,7,19,11,13,12,12,9,14,26,12,6,5,2,13,14,12,4,14,25,12,3,11,14
4,10,4,9,12,2,4,5,2,8,8,6,5,9,1,1,10,7,5,4,1,10,3,8,18,1,15,3,10,5,9,9,8,7,9,11,26,3,13,4,5,11,8,10,5,6,14,9,6,5,4,14,13,0,7,10,1,26,6,6,7,4,6,9,5,10,9,10,5,3,9,6,14,2,20,5,12,10,5,15,3,4,3,3,8,5,22,5,9,9,12,6,5,5,10,7,24,3,13,5,5
7,5,6,5,11,8,6,7,8,6,5,4,9,2,7,7,3,3,9,7,7,3,8,2,16,7,15,6,9,5,3,4,2,2,4,10,25,8,13,5,5,9,5,6,5,4,13,7,3,5,5,12,13,7,0,5,7,27,4,4,2,10,5,11,4,9,12,14,4,7,11,5,14,6,19,6,12,4,11,10,8,5,6,5,9,5,17,4,10,12,12,3,4,4,13,6,24,6,13,5,5
9,3,8,3,13,10,8,7,10,5,6,6,11,5,9,9,4,5,11,9,9,4,10,5,16,9,17,8,4,7,4,3,5,5,4,5,27,10,15,7,7,4,6,2,7,6,15,3,6,7,7,9,15,9,5,0,9,29,6,6,5,12,7,13,6,5,14,16,6,9,13,7,16,8,19,8,14,5,13,9,10,7,8,7,11,7,16,6,13,14,14,6,6,6,15,5,26,8,15,7,7
4,11,4,10,13,1,5,5,1,8,8,6,4,9,3,1,10,8,4,4,3,10,2,8,18,3,15,4,11,5,9,10,8,8,9,12,26,2,13,5,5,12,8,11,5,6,14,9,6,5,5,14,12,3,8,11,0,26,6,6,8,4,6,9,6,11,9,10,6,2,8,6,13,3,21,6,12,11,5,15,3,5,4,4,8,6,22,6,8,8,12,7,6,6,9,8,25,4,13,6,5
27,29,27,28,26,25,27,25,25,28,29,27,23,28,26,26,29,28,24,28,26,29,26,28,31,26,13,26,31,28,29,29,28,26,30,32,23,26,20,26,27,32,29,29,26,27,19,29,27,27,27,34,16,26,26,29,26,0,27,26,26,23,28,19,28,31,20,16,27,25,20,28,15,27,32,28,17,29,21,33,25,27,27,26,22,28,40,26,20,20,17,27,28,26,19,28,22,26,15,26,28
4,6,3,6,10,6,4,5,6,5,5,2,8,5,5,6,6,3,7,5,5,6,6,4,16,5,16,4,9,2,4,5,4,4,5,10,25,6,12,3,3,9,5,7,3,3,13,7,2,2,3,12,14,5,3,6,5,28,0,3,3,8,3,11,2,9,12,14,2,5,11,3,15,4,18,3,14,7,9,12,6,3,5,4,9,3,18,3,11,12,14,2,2,3,12,5,24,4,14,4,2
4,7,3,6,10,6,3,5,6,7,6,2,8,4,5,5,5,4,7,4,5,5,5,4,16,5,14,3,9,3,5,6,4,3,6,11,24,5,11,2,2,10,6,7,2,2,12,8,2,2,2,12,12,4,3,6,5,26,2,0,3,8,4,10,3,10,11,13,2,5,10,4,13,4,18,4,11,6,9,11,6,2,4,3,7,4,18,1,9,11,12,3,3,1,11,7,23,4,12,1,3
6,5,5,6,10,8,5,7,8,5,4,3,10,3,7,8,4,2,9,7,7,4,8,2,15,7,15,6,9,4,3,4,2,2,4,10,25,8,12,5,4,9,5,6,4,3,13,7,3,4,5,12,13,7,2,5,7,27,3,3,0,9,4,11,3,9,13,14,3,7,12,4,14,6,18,5,13,5,11,11,8,5,6,5,9,4,18,4,11,12,13,2,4,4,13,5,24,6,13,4,4
6,12,6,12,15,3,7,5,3,8,8,8,5,11,4,5,12,9,5,6,4,12,5,10,20,4,14,5,10,7,11,11,10,9,11,11,28,5,15,6,7,12,8,12,7,8,15,9,8,7,6,14,11,4,9,11,5,24,8,8,9,0,8,9,7,11,9,8,7,4,8,8,11,5,23,7,10,13,5,17,4,6,6,6,8,7,23,7,8,8,10,8,7,7,9,8,26,5,11,7,7
4,7,2,7,11,6,4,4,6,4,3,2,8,5,5,5,6,3,8,4,4,6,6,5,16,5,16,5,7,1,5,5,5,4,5,8,26,6,13,3,4,8,4,8,4,3,13,6,2,3,2,11,14,4,4,7,5,28,2,3,4,7,0,12,1,7,12,13,2,6,11,2,16,4,19,1,14,7,9,12,6,2,5,5,10,1,19,3,12,12,14,2,2,4,13,4,24,3,15,4,2
12,14,12,13,15,10,11,12,10,15,15,11,7,13,11,10,14,13,6,12,11,14,10,12,20,11,8,9,17,12,14,14,13,11,15,18,26,10,8,11,11,17,15,14,10,11,7,16,11,11,12,20,6,11,11,14,11,20,11,11,11,9,13,0,12,18,2,6,11,9,3,13,7,10,23,13,6,14,6,18,9,12,9,9,5,13,25,10,2,3,6,12,12,10,3,15,25,12,7,10,12
4,6,2,6,10,6,4,4,6,4,4,2,8,5,5,5,6,3,7,4,4,6,6,4,16,5,16,4,7,1,4,5,4,4,5,9,25,5,12,2,3,8,4,7,3,3,13,6,2,2,2,11,14,4,3,6,5,28,2,3,3,7,1,11,0,8,12,13,2,5,11,2,15,4,18,2,14,7,9,12,6,2,5,4,9,1,19,3,11,12,14,2,2,3,12,4,24,3,14,4,2
10,8,10,9,17,12,11,8,12,7,8,10,15,11,11,12,9,10,15,11,11,9,13,10,17,11,22,12,3,9,10,8,10,10,9,2,28,13,20,10,11,4,7,8,11,11,20,5,10,10,10,6,20,11,10,7,11,33,10,11,10,12,9,18,9,0,18,17,10,13,18,10,20,12,20,9,19,10,15,10,13,9,13,12,15,9,17,11,17,18,19,11,10,11,18,6,27,9,20,11,10
12,15,11,14,16,9,11,11,9,14,14,11,6,14,9,9,14,13,6,11,10,14,9,13,21,9,8,9,16,12,14,15,13,12,15,17,27,8,9,11,11,17,14,15,10,11,8,14,12,11,11,20,5,10,12,14,9,20,11,12,12,8,13,3,12,16,0,5,11,8,2,13,7,9,24,13,5,15,4,19,8,11,9,9,5,13,26,11,3,1,5,12,12,11,2,13,26,11,6,11,12
13,16,13,15,20,11,14,11,11,14,15,14,9,15,12,12,16,15,10,14,12,16,12,15,25,12,9,13,17,14,16,17,15,13,17,18,29,12,13,13,14,18,15,16,13,14,12,15,14,14,14,20,4,12,13,16,12,16,14,13,13,9,14,8,14,17,7,0,14,11,8,14,4,13,28,14,4,16,7,20,11,14,14,13,10,14,27,13,8,6,4,14,14,13,5,14,27,12,3,13,14
4,6,3,6,10,6,3,5,6,6,6,2,8,4,5,5,6,4,7,5,5,5,6,4,15,5,15,4,9,2,5,5,3,3,5,10,25,6,12,3,3,10,6,7,2,1,12,7,2,2,3,13,13,5,3,7,5,27,2,2,3,8,4,11,3,9,11,14,0,5,10,3,14,4,18,3,13,6,9,11,6,3,4,3,8,3,18,2,10,11,13,2,2,2,12,6,23,4,13,3,2
